User, App, Data, Ease
1000, 4.974685235115162, 1.054884083699856, 1.003492831145951
1001, 1.7528604486179218, 1.0599113148481445, 2.9794741027029934
1002, 3.312584053081232, 1.9002547805765626, 4.8959344254916735
1003, 4.969397672142608, 1.6642515678089553, 4.738966812323359
1004, 4.987858081951064, 1.3275573430944128, 2.4014676623609246
1005, 4.998740543888317, 4.926217545081887, 3.692816251635109
1006, 4.948203272876257, 1.0100632673032661, 4.998044037301945
1007, 4.996551528270568, 1.002138964142748, 1.050023335500711
1008, 3.937224285158262, 2.064273480952546, 2.4388485597169134
1009, 1.0089877983599667, 3.8811146476134417, 1.2851309044555363
1010, 4.082155108204038, 3.450585368195453, 4.9986663016387185
1011, 3.786844077787904, 1.106445101519941, 1.7845856892076717
1012, 4.00336780055384, 4.864485538917777, 4.897875515460526
1013, 1.0243925381087629, 1.0441783409874847, 4.88776899779321
1014, 2.6818866874894933, 1.0266952846930315, 1.0645894157616895
1015, 1.0258648322834059, 4.996321375013842, 1.0015881205476613
1016, 1.010133562353288, 4.977703087031745, 3.3946699081532477
1017, 4.999911318306647, 2.4067363273293245, 1.0335990477439818
1018, 4.966130013813265, 1.088073947532317, 1.4800844521793475
1019, 1.0649674013590704, 4.986887578094717, 3.0680338122109836
1020, 3.6827993607439637, 1.0024676729285498, 2.056582537100599
1021, 2.4759554996982764, 4.404204559268318, 1.0117590519267594
1022, 4.92695705767352, 2.6566649383332726, 4.193785462150708
1023, 1.0353417944805487, 1.0733093115167136, 1.0047128148118267
1024, 4.941413816851485, 4.987213109290334, 4.879092466838705
1025, 1.3732385318953395, 4.837566703883841, 1.0400488309203502
1026, 4.574681289341122, 4.9492888845715886, 4.999915689061056
1027, 1.3683942726326872, 1.0017853356776132, 4.962709683856211
1028, 1.010910960266891, 1.1661797905571298, 1.181315341761078
1029, 1.2593672741310804, 1.0730217477672834, 4.962640492259794
1030, 1.0860391661159265, 3.5724891944691057, 1.001134874606902
1031, 1.0027087144398976, 1.0879193568271617, 1.7316308370122484
1032, 4.940341702461663, 3.465850234411844, 4.992934836134279
1033, 1.008666085120489, 4.189827148802948, 4.963588601367178
1034, 4.977852847285908, 2.0644645083586184, 4.886803976472639
1035, 1.970268657508139, 4.994616448638133, 1.6260619453478922
1036, 1.0386131786223491, 1.181746787458094, 3.3708955132264444
1037, 2.788989578528543, 1.1016675978166641, 1.1743444735618649
1038, 3.471590172924471, 1.012976848582852, 1.3190898000481093
1039, 4.975357911761953, 3.8524386881372568, 1.7453052344171855
1040, 4.202016800513913, 4.996649166166924, 3.0660298465202063
1041, 4.999874636091538, 1.1675445768860062, 1.2097298977040745
1042, 1.0005880628922608, 1.1310231767581496, 4.978381550978758
1043, 4.844210734578812, 2.268127546498186, 3.6430097913230832
1044, 3.4958822719563387, 1.1713007766369226, 4.499738989058649
1045, 4.922850304875341, 4.37824689594485, 2.7889015804469466
1046, 4.9997464805017175, 4.293159556685436, 1.017788431192804
1047, 1.2690387928943774, 1.082432351124704, 4.913515659576647
1048, 4.79136576974087, 1.9313152083925944, 2.8421583619303035
1049, 4.997137450832883, 4.93000265990612, 1.5861900373113522
1050, 2.9631395532113496, 3.319528378870752, 4.733178880538677
1051, 3.4852294975023157, 4.96053722484134, 1.032811219095081
1052, 4.842552421899127, 4.891099232149837, 4.957048295088387
1053, 1.0074247273294599, 4.657951806945325, 1.0078447138504627
1054, 1.4383401167914842, 1.0325917984731687, 4.893526910985995
1055, 3.888723486397969, 4.967654395913615, 1.0745929754421868
1056, 2.986289839294094, 1.8561970783373984, 4.994277051065256
1057, 3.8960886907153918, 3.6284611367650785, 1.1347881890820453
1058, 4.507051395166597, 1.0114778943266713, 2.359209351695761
1059, 3.6661426621990687, 1.3712564386915749, 4.960111017368343
1060, 3.0703915944767606, 4.935526650955396, 1.0125722799984
1061, 4.990290382950593, 1.0119304467822783, 2.5726156641946463
1062, 1.2411802069767561, 1.0026240646672435, 1.0149108113317882
1063, 1.2696687267206868, 1.6344860491151079, 1.1740772888330115
1064, 1.0022928881733217, 2.584627648558535, 4.999625177673235
1065, 1.2071241469106546, 4.694155646582979, 1.0006964751498466
1066, 1.003713145973684, 4.914801934145948, 4.766736031419851
1067, 3.111035932338527, 4.9291968703781155, 4.823301386743507
1068, 1.5930242615359074, 1.0022170015646483, 2.394725110632214
1069, 4.528795202886255, 1.0104073302800989, 4.847098664939691
1070, 3.4577726582709327, 3.6746568863301747, 3.968116186311347
1071, 4.35801440694815, 1.0077963766021325, 4.874390442418567
1072, 4.498587973509184, 1.6477258269816626, 1.9745099195038605
1073, 1.0024373373258328, 2.500446044908073, 1.1074219726015195
1074, 1.1694076039755534, 4.890541815037647, 1.3868655950053246
1075, 4.830887363062458, 4.999644184435573, 2.763132436516493
1076, 1.7387014076500595, 4.971749765250836, 1.041445991771255
1077, 1.006729689513011, 4.8712376345551345, 4.843647055682019
1078, 1.1021818281278337, 4.993298653201704, 2.054721927214793
1079, 1.00238050715315, 4.970534456614157, 4.992715733885866
1080, 2.0560348397959434, 1.115405300792831, 4.997367224064686
1081, 1.0884442073859584, 1.1088761785172432, 1.1462900122965325
1082, 1.1718241252930655, 1.200076536548254, 3.247609894611083
1083, 4.861187285407493, 4.985483651786088, 1.0331992709998876
1084, 4.956693247755891, 1.2500651811613732, 3.0056108337393463
1085, 1.0427863602389353, 4.99880379911715, 1.0007918490617862
1086, 1.0024956053228706, 1.100429188536635, 1.003635647876989
1087, 4.799720385440924, 4.893991338865255, 3.2507545442084953
1088, 4.995190025189987, 3.066908229776919, 2.1984106016414158
1089, 1.217391343884807, 4.365895034787807, 4.7831035188241495
1090, 3.136773013705984, 1.023188097753734, 4.9529592698323865
1091, 4.29726105126397, 4.9851497260293325, 4.252074819873842
1092, 4.127479856026998, 4.962413321806582, 1.0461967980674167
1093, 4.157187666196246, 1.219524199561671, 1.120534575830625
1094, 1.107797374778212, 1.5550449091262568, 2.9041375099137294
1095, 3.1436321345359914, 4.994681286518355, 4.80594843613688
1096, 4.905414268229099, 4.986545471327844, 3.2785418436988727
1097, 3.289390176718057, 1.1988632636686498, 1.0011754348377502
1098, 5.0, 4.995353515034358, 1.002194769774648
1099, 1.0394751279509935, 1.1728818081163357, 1.1132452775818036
1100, 4.997702498587984, 1.7938722304066423, 2.6155127056011103
1101, 4.992085850248544, 1.0373505617719505, 2.353843917372128
1102, 1.3346826157807126, 4.994804145805305, 1.0658101846158792
1103, 4.9995750672418415, 4.990329499391233, 4.977245738006317
1104, 4.99480351621974, 1.0050789173234849, 4.9980245725225005
1105, 3.399136046414676, 2.6808322427212876, 4.998608789023673
1106, 4.914808087554864, 1.2116777204406426, 1.4082309307876655
1107, 1.256783102677964, 1.0119928226742196, 1.8561488377427213
1108, 3.869754779369996, 4.149799128146729, 1.003202485853081
1109, 3.571036997151515, 4.982925733036017, 1.052946110690767
1110, 3.5767094434694124, 4.999758562178994, 1.0315228538070276
1111, 1.595788365765389, 4.923662736125057, 4.532160362379365
1112, 2.8059046869298445, 3.911225446447722, 2.7096019393293895
1113, 1.0023701804578056, 1.1000452669813814, 4.924996657444338
1114, 4.229907006912672, 1.0114780753332426, 4.93002298391761
1115, 1.0411238404746044, 4.838357351135572, 4.992301047302836
1116, 3.833899156287365, 4.557157441854488, 4.8307546045386776
1117, 3.3516032061854055, 3.0332158176152526, 1.005053093352493
1118, 1.102466010520228, 1.2430180691894752, 1.0450689252812944
1119, 3.855583051057294, 4.987725212482669, 4.999237496020521
1120, 4.970979162742361, 3.3025503002249055, 2.8332946949842905
1121, 4.648920362251786, 4.997205011662373, 4.935365135954435
1122, 4.249428018469213, 2.5458290959699057, 4.8096538533751625
